Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:17 +03:00",NE License Management,192.168.27.31,6012-UL_Baoon_Ajloun_West_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4636-ULT_Mazar_Shamali_Top_PE_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,2924-UL_Qafqafa_Rd_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4626-UL_Huson_Qanater_PE,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,3138-UL_P_Khalid_Bin_Waleed_Village_PF,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,159-UL_Opera_House_PF_IBS,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4622-UL_Enbeh_2_PE_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,3445-UL_Malka_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4640-UL_Enbeh_PD_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,219-UL_Millenium_Hotel_PF_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,2634-UL_Borsa_PF_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,3312-L_Karak_Qatraneh_Rd_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4902-UL_Gas_Station_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4819-ULT_Nayfeh_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4808-UL_Queen_Nour_Gardens_2_PC_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,1155-UL_Koam_Alahmar_Mafraq_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4817-UL_North_Hashmi_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4905-ULT_Prince_Hassan_Ave_2_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4806-ULT_Abu_Jassar_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,1490-UL_Eshtafina_Ajloun_Ent_PF_Org_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,4816-ULT_North_Hashmi_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:16 +03:00",NE License Management,192.168.27.31,1122-UL_Ashrafyeh_Mafraq_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,1328-UL_Marka_Prince_Faisal_South_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,4660-UL_Sareeh_East_PF,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,752-UL_Wadi_Moussa_Baset_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,4654-UL_Sareeh_South_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,5747-UL_Madaba_Engineering_HSG_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,3725-UL_Aziryeh_Msq_Salt_PE_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,764-UL_Maan_Governorate_PE_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,3855-UL_Jiza_Baselieh_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,2740-UL_Jabal_Qusor_Rd_PF_Fiber_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,318-UL_Landmark_Hotel_PF_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,1143-UL_Zaatari_Village_South_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,4468-UL_Fuara_UNRWA_Sch_Irbid_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,6042-UL_Nimreh_Balaama_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,5235-UL_Faisal_College_AbuAlia_2_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,4480-UL_AlOdeh_Irbid_Camp_End_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,4482-UL_AlOdeh_Irbid_Camp_Mid_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,6007-UL_Jerash_Zegreet_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:15 +03:00",NE License Management,192.168.27.31,6011-UL_Jerash_Jamla_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,5827-UL_Qadesieh_Tafilah_South_PD_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,2319-UL_Marka_TL_Back_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,557-UL_Fuheis_Rising_PD_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,646-UL_Sahab_West_Mada_PF_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,5895-UL_Ghor_Haditheh_CTR_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,3807-UL_Pharmacists_HSG_PD_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,556-UL_Fuheis_Mahis_CRL_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,648-UL_Mughayer_Muhanna_Ent_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,3803-UL_Yadoudeh_PC_Fiber_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,3738-UL_Um_Jozeh_Salt_PF_Zain_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,3708-UL_Safeh_Salt_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,2925-UL_Ramtha_Hay_Bashabsheh_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:14 +03:00",NE License Management,192.168.27.31,3760-UL_Salt_Comprehensive_Sch_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,5317-UL_AbuAlanda_Caragat_CTR_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,779-UL_Wadi_Moussa_Nawafleh_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,4741-UL_Balaama_South_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,1038-UL_Zawahrah_North_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3816-UL_Qastal_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3484-UL_Salt_Subaihi_Arqob_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,4712-UL_Znyeah_PC_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,4750-ULT_Manshiet_Bani_Hassan_2_PD_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3710-UL_Zay_Bridge_PD_Fiber_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3731-UL_Safeh_Salt_Sch_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,4664-UL_Edoon_Clinics_Ave_West_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3412-UL_Salt_Bayouda_East_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3713-UL_Salt_Ind_Area_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3790-UL_Hekmah_Company_Back_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,555-UL_Zabda_Hikmat_Yaseen_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3481-UL_Salt_Bayouda_West_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,4560-UL_Rmamein_CTR_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:13 +03:00",NE License Management,192.168.27.31,3627-L_Hurrieh_Mall_PF_IBS_Org,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,4326-UL_AbuSayah_Village_North_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,4413-UL_Hay_Torkman_Irbid_PE_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,3414-UL_Salt_Sehan_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,4232-UL_Hay_Hussein_West_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,3728-UL_Salt_Fardous_Msq_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,2828-UL_Samra_Power_Station_PF_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,418-UL_Umrawa_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,4417-UL_Old_Aghwar_Bus_CPLX_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,5751-UL_Turkey_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,5112-UL_Aqsa_CPLX_Jabal_Hadeed_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,516-UL_Rehan_Palace_New_Bader_PF_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,4531-UL_Qunieh_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,3812-UL_Airport_Rd_3_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,3136-L_Zarqa_Highway_MGS_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,588-L_P_Dabouq_Bachaloria_CRL_PF,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,1730-UL_Hussein_Kindi_Hospital_PF_CDIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:12 +03:00",NE License Management,192.168.27.31,3703-UL_Yarqa_1_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,835-ULT_Wadi_Bani_Hammad_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,878-UL_Aliah_Madaba_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,6314-UL_Al_Abrar_Mafraq_Avenue_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,879-UL_Um_Rasas_Salieh_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,413-UL_Kharja_North_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,6469-UL_Irbid_Asaara_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,6468-UL_Damia_Dair_Alla_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
